Index,Company Name,Company Address,Company Country,Company Link,Industry,Batch,Sub Industry,Founded,Team Size,Company Status
1424,Pippin / Rent the Backyard,"Oakland, CA, USA",USA,https://www.ycombinator.com/companies/pippin-rent-the-backyard,Real Estate and Construction,Summer 2019,Real Estate and Construction -> Housing and Real Estate,2018,45,Inactive
1425,Pardes Biosciences,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/pardes-bio,Healthcare,Summer 2020,Healthcare -> Drug Discovery and Delivery,2020,2,Public
1426,Gilgamesh Pharmaceuticals,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/gilgamesh-pharmaceuticals,Healthcare,Summer 2020,Healthcare -> Drug Discovery and Delivery,2019,15,Active
1427,Matter,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/matter,Consumer,Summer 2020,Consumer -> Content,2019,7,Active
1428,Payflow,"New York, NY, USA",USA,https://www.ycombinator.com/companies/payflow-2,B2B,Summer 2020,B2B -> Finance and Accounting,2019,50,Active
1429,Verifiable,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/verifiable,Healthcare,Summer 2020,Healthcare -> Healthcare IT,2019,12,Active
1430,SiPhox Health,"Burlington, MA, USA",USA,https://www.ycombinator.com/companies/siphox-health,Healthcare,Summer 2020,Healthcare -> Consumer Health and Wellness,2020,63,Active
1431,Rarebird,"San Leandro, CA, USA",USA,https://www.ycombinator.com/companies/rarebird,Healthcare,Summer 2020,Healthcare -> Industrial Bio,2020,5,Active
1432,Future Fields,"Edmonton, AB, Canada",Canada,https://www.ycombinator.com/companies/future-fields,Healthcare,Summer 2020,Healthcare -> Industrial Bio,2018,34,Active
1433,Todos Comemos,"Bogotá, Bogota, Colombia",Colombia,https://www.ycombinator.com/companies/todos-comemos,Consumer,Summer 2020,Consumer -> Food and Beverage,2020,62,Active
1434,Clau,"Mexico City, CDMX, Mexico",Mexico,https://www.ycombinator.com/companies/clau,Real Estate and Construction,Summer 2020,Real Estate and Construction -> Housing and Real Estate,2019,90,Active
1435,Hubla,"MG, Brazil",Brazil,https://www.ycombinator.com/companies/chatpay,B2B,Summer 2020,B2B -> Sales,2020,86,Active
1436,Heron Data,"New York, NY, USA",USA,https://www.ycombinator.com/companies/heron-data,B2B,Summer 2020,B2B,2020,60,Active
1437,Fieldguide,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/fieldguide,B2B,Summer 2020,B2B -> Productivity,2020,130,Active
1438,Finch,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/finch,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2020,63,Active
1439,Parrot Software 🦜,"Monterrey, N.L., Mexico",Mexico,https://www.ycombinator.com/companies/parrot-software,B2B,Summer 2020,B2B -> Retail,2020,40,Active
1440,Zuddl,"Hyderabad, Telangana, India; TS, India; Remote",India,https://www.ycombinator.com/companies/zuddl,B2B,Summer 2020,B2B,2020,120,Active
1441,Inspectify,"Seattle, WA, USA",USA,https://www.ycombinator.com/companies/inspectify,Real Estate and Construction,Summer 2020,Real Estate and Construction -> Housing and Real Estate,2019,55,Active
1442,Mozart Data,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/mozart-data,B2B,Summer 2020,B2B -> Infrastructure,2020,24,Active
1443,Rally,"Toronto, ON, Canada; Remote",Canada,https://www.ycombinator.com/companies/rally,Consumer,Summer 2020,Consumer -> Social,2020,5,Active
1444,"Warmly,","San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/warmly,B2B,Summer 2020,B2B -> Sales,2020,60,Active
1445,Glimpse,"New York, NY, USA",USA,https://www.ycombinator.com/companies/glimpse-2,B2B,Summer 2020,B2B -> Retail,2024,5,Active
1446,Mobius Materials,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/mobius-materials,Industrials,Summer 2020,Industrials -> Manufacturing and Robotics,2020,6,Active
1447,inSoma Bio,"Durham, NC, USA",USA,https://www.ycombinator.com/companies/insoma-bio,Healthcare,Summer 2020,Healthcare -> Medical Devices,2018,4,Active
1448,Vena Vitals,"Irvine, CA, USA",USA,https://www.ycombinator.com/companies/vena-vitals,Healthcare,Summer 2020,Healthcare -> Medical Devices,2019,9,Active
1449,"MedPiper Technologies, Inc","Bengaluru, KA, India",India,https://www.ycombinator.com/companies/medpiper-technologies-inc,Healthcare,Summer 2020,Healthcare -> Healthcare IT,2020,37,Active
1450,Dumps,"New York, NY, USA",USA,https://www.ycombinator.com/companies/dumps,Consumer,Summer 2020,Consumer -> Social,2020,9,Active
1451,Lendtable,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/lendtable,Fintech,Summer 2020,Fintech -> Credit and Lending,2020,20,Active
1452,Afriex,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/afriex,Fintech,Summer 2020,Fintech -> Payments,2019,55,Active
1453,Spenmo,"Singapore, Singapore",Singapore,https://www.ycombinator.com/companies/spenmo,Fintech,Summer 2020,Fintech -> Banking and Exchange,2019,200,Active
1454,Draftwise,"New York, NY, USA",USA,https://www.ycombinator.com/companies/draftwise,B2B,Summer 2020,B2B -> Legal,2020,50,Active
1455,Mito,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/mito,B2B,Summer 2020,B2B -> Analytics,2020,3,Active
1456,Taktile,"Berlin, Berlin, Germany",Germany,https://www.ycombinator.com/companies/taktile,B2B,Summer 2020,B2B,2020,150,Active
1457,Ready,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/ready,B2B,Summer 2020,B2B,2020,60,Active
1458,SockSoho,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/socksoho,Consumer,Summer 2020,Consumer -> Apparel and Cosmetics,2020,22,Active
1459,Supabase,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/supabase,B2B,Summer 2020,B2B -> Infrastructure,2020,120,Active
1460,CarbonChain,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/carbonchain,Industrials,Summer 2020,Industrials -> Climate,2020,16,Active
1461,Arketa,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/arketa,B2B,Summer 2020,B2B -> Operations,2020,55,Active
1462,HENRY,"Buenos Aires, CABA, Argentina; Remote",Argentina,https://www.ycombinator.com/companies/henry,B2B,Summer 2020,B2B -> Recruiting and Talent,2019,100,Active
1463,Laylo,"Los Angeles, CA, USA; Remote",USA,https://www.ycombinator.com/companies/laylo,B2B,Summer 2020,B2B -> Marketing,2017,24,Active
1464,Orange Health Labs,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/orange-health-labs,Healthcare,Summer 2020,Healthcare -> Diagnostics,2020,1100,Active
1465,Formal,"San Francisco, CA, USA; New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/formal,B2B,Summer 2020,B2B,2022,10,Active
1466,Awtomic,"Seattle, WA, USA; Remote",USA,https://www.ycombinator.com/companies/awtomic,B2B,Summer 2020,B2B -> Retail,2020,11,Active
1467,Akiflow,"Padua, Veneto, Italy; Remote",Italy,https://www.ycombinator.com/companies/akiflow,B2B,Summer 2020,B2B -> Productivity,2020,18,Active
1468,Dataland,"New York, NY, USA",USA,https://www.ycombinator.com/companies/dataland,B2B,Summer 2020,B2B -> Operations,2020,2,Active
1469,PANADATA,"Panama City, Panama, Panama; Remote",Panama,https://www.ycombinator.com/companies/panadata,Government,Summer 2020,Government,2017,4,Active
1470,Minimum,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/minimum,Industrials,Summer 2020,Industrials -> Climate,2020,,Active
1471,Farel,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/farel,B2B,Summer 2020,B2B -> Operations,2020,9,Active
1472,Hotplate,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/hotplate,Consumer,Summer 2020,Consumer -> Food and Beverage,2020,9,Active
1473,Skio,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/skio,B2B,Summer 2020,B2B -> Marketing,2021,70,Active
1474,Scrimba,"Oslo, Oslo, Norway",Norway,https://www.ycombinator.com/companies/scrimba,Education,Summer 2020,Education,2017,6,Active
1475,TyltGO,"Kitchener, ON, Canada; Remote",Canada,https://www.ycombinator.com/companies/tyltgo,B2B,Summer 2020,B2B -> Supply Chain and Logistics,2019,15,Active
1476,Flint,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/flint,Healthcare,Summer 2020,Healthcare,2024,14,Active
1477,Nephrogen,"New York, NY, USA",USA,https://www.ycombinator.com/companies/nephrogen,Healthcare,Summer 2020,Healthcare -> Therapeutics,2022,1,Active
1478,Liyfe,"New York, NY, USA; New Haven, CT, USA; Remote",USA,https://www.ycombinator.com/companies/liyfe,Healthcare,Summer 2020,Healthcare,2020,2,Active
1479,Kingdom,"New York, NY, USA",USA,https://www.ycombinator.com/companies/kingdom,Healthcare,Summer 2020,Healthcare -> Industrial Bio,2019,18,Active
1480,Tella,"Amsterdam, NH, Netherlands; Remote",Netherlands,https://www.ycombinator.com/companies/tella,B2B,Summer 2020,B2B -> Productivity,2020,6,Active
1481,Mozper,"Mexico City, CDMX, Mexico; Remote",Mexico,https://www.ycombinator.com/companies/mozper,Fintech,Summer 2020,Fintech -> Banking and Exchange,2019,6,Active
1482,Memberstack,"Williamsburg, VA, USA; Remote",USA,https://www.ycombinator.com/companies/memberstack,Fintech,Summer 2020,Fintech -> Payments,2018,8,Active
1483,Mailwarm,"Paris, Île-de-France, France",France,https://www.ycombinator.com/companies/mailwarm,B2B,Summer 2020,B2B -> Sales,2020,6,Active
1484,Notabene,"New York, NY, USA",USA,https://www.ycombinator.com/companies/notabene,B2B,Summer 2020,B2B -> Security,2020,47,Active
1485,Decentro,"Bengaluru, KA, India; Delhi, DL, India; Singapore, Singapore",India,https://www.ycombinator.com/companies/decentro,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2020,60,Active
1486,BIK,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/bik,B2B,Summer 2020,B2B -> Retail,2019,55,Active
1487,WareIQ,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/wareiq,B2B,Summer 2020,B2B -> Supply Chain and Logistics,2019,50,Active
1488,Nabla Bio,"Boston, MA, USA",USA,https://www.ycombinator.com/companies/nabla-bio,Healthcare,Summer 2020,Healthcare -> Drug Discovery and Delivery,2020,8,Active
1489,Balance,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/balance,Fintech,Summer 2020,Fintech -> Payments,2020,4,Active
1490,Vitable Health,"Philadelphia, PA, USA; Remote",USA,https://www.ycombinator.com/companies/vitable-health,Healthcare,Summer 2020,Healthcare -> Healthcare Services,2020,60,Active
1491,Statiq.,"Gurugram, HR, India; Bengaluru, KA, India",India,https://www.ycombinator.com/companies/statiq,Industrials,Summer 2020,Industrials -> Energy,2020,200,Active
1492,Nextera Robotics,"Boston, MA, USA",USA,https://www.ycombinator.com/companies/nextera-robotics,Industrials,Summer 2020,Industrials -> Manufacturing and Robotics,2015,20,Active
1493,Justo,"Providencia, Santiago Metropolitan Region, Chile",Chile,https://www.ycombinator.com/companies/justo,B2B,Summer 2020,B2B -> Supply Chain and Logistics,2019,190,Active
1494,Hellometer,"Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/hellometer,B2B,Summer 2020,B2B -> Retail,2020,2,Active
1495,Stacker,"London, England, United Kingdom; Remote",United Kingdom,https://www.ycombinator.com/companies/stacker,B2B,Summer 2020,B2B -> Productivity,2017,7,Active
1496,Tappity,"Palo Alto, CA, USA",USA,https://www.ycombinator.com/companies/tappity,Consumer,Summer 2020,Consumer -> Content,2018,4,Active
1497,Yotta,"New York, NY, USA",USA,https://www.ycombinator.com/companies/yotta,Fintech,Summer 2020,Fintech -> Consumer Finance,2019,8,Active
1498,Mesh,"San Jose, CA, USA; Remote",USA,https://www.ycombinator.com/companies/mesh,B2B,Summer 2020,B2B -> Human Resources,2020,3,Active
1499,Daybreak Health,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/daybreak-health,Healthcare,Summer 2020,Healthcare -> Consumer Health and Wellness,2020,20,Active
1500,Biocogniv,"Burlington, VT, USA",USA,https://www.ycombinator.com/companies/biocogniv,Healthcare,Summer 2020,Healthcare,2019,6,Active
1501,Osmind,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/osmind,Healthcare,Summer 2020,Healthcare -> Healthcare IT,2020,55,Active
1502,MarketForce,"Nairobi, Nairobi County, Kenya",Kenya,https://www.ycombinator.com/companies/marketforce,B2B,Summer 2020,B2B -> Retail,2018,400,Active
1503,Atomic,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/atomic,B2B,Summer 2020,B2B -> Retail,2020,25,Active
1504,Bits,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/bits,Fintech,Summer 2020,Fintech -> Consumer Finance,2019,2,Active
1505,Seal,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/seal-2,B2B,Summer 2020,B2B -> Operations,2019,22,Active
1506,doola,"New York, NY, USA",USA,https://www.ycombinator.com/companies/doola,B2B,Summer 2020,B2B -> Productivity,2020,43,Active
1507,Blissway,"Denver, CO, USA",USA,https://www.ycombinator.com/companies/blissway,Government,Summer 2020,Government,2019,20,Active
1508,Cradle,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/cradle,B2B,Summer 2020,B2B -> Retail,2020,2,Active
1509,Arist,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/arist,B2B,Summer 2020,B2B,2019,23,Active
1510,Swif.ai,"Sunnyvale, CA, USA",USA,https://www.ycombinator.com/companies/swif-ai,B2B,Summer 2020,B2B -> Security,2022,20,Active
1511,Speedscale,"Atlanta, GA, USA",USA,https://www.ycombinator.com/companies/speedscale,B2B,Summer 2020,B2B -> Infrastructure,2020,8,Active
1512,CoreCare,"New York, NY, USA",USA,https://www.ycombinator.com/companies/corecare,Healthcare,Summer 2020,Healthcare -> Healthcare IT,2020,11,Active
1513,Kernal Biologics,"Cambridge, MA, USA",USA,https://www.ycombinator.com/companies/kernal-biologics,Healthcare,Summer 2020,Healthcare -> Therapeutics,,20,Active
1514,Farmako Healthcare,"Gurugram, HR, India",India,https://www.ycombinator.com/companies/farmako-healthcare,Healthcare,Summer 2020,Healthcare -> Healthcare IT,2020,40,Active
1515,BukuWarung,"Jakarta, Jakarta, Indonesia",Indonesia,https://www.ycombinator.com/companies/bukuwarung,Fintech,Summer 2020,Fintech -> Payments,2019,250,Active
1516,Dialect,"New York, NY, USA",USA,https://www.ycombinator.com/companies/dialect,B2B,Summer 2020,B2B,2019,3,Active
1517,Synapticure,"Chicago, IL, USA; Remote",USA,https://www.ycombinator.com/companies/synapticure,Healthcare,Summer 2020,Healthcare -> Healthcare Services,2019,35,Active
1518,Hypotenuse AI,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/hypotenuse-ai,B2B,Summer 2020,B2B,2020,15,Active
1519,PowerUs,"Berlin, Berlin, Germany",Germany,https://www.ycombinator.com/companies/powerus,Consumer,Summer 2020,Consumer -> Job and Career Services,2019,80,Active
1520,Pave,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/pave-2,B2B,Summer 2020,B2B -> Recruiting and Talent,2019,6,Active
1521,Novel,"Minneapolis, MN, USA; New York, NY, USA; Austin, TX, USA; Remote",USA,https://www.ycombinator.com/companies/jumpstart,Fintech,Summer 2020,Fintech -> Banking and Exchange,2021,15,Active
1522,Explorex,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/explorex,B2B,Summer 2020,B2B -> Retail,2020,18,Active
1523,Volopay,"Singapore, Singapore; Remote",Singapore,https://www.ycombinator.com/companies/volopay,Fintech,Summer 2020,Fintech -> Payments,2019,11,Active
1524,VenoStent,"Houston, TX, USA",USA,https://www.ycombinator.com/companies/venostent,Healthcare,Summer 2020,Healthcare -> Medical Devices,2017,17,Active
1525,Safepay,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/safepay,Fintech,Summer 2020,Fintech -> Payments,2019,4,Active
1526,Seam,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/seam,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2020,25,Active
1527,Conta Simples,"São Paulo, SP, Brazil",Brazil,https://www.ycombinator.com/companies/conta-simples,Fintech,Summer 2020,Fintech -> Banking and Exchange,2018,130,Active
1528,QuestDB,"London, England, United Kingdom; Remote",United Kingdom,https://www.ycombinator.com/companies/questdb,B2B,Summer 2020,B2B -> Infrastructure,2019,30,Active
1529,Shuttle,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/shuttle,B2B,Summer 2020,B2B -> Infrastructure,2019,12,Active
1530,AtoB,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/atob,Fintech,Summer 2020,Fintech,2019,75,Active
1531,Dripos,"New York, NY, USA",USA,https://www.ycombinator.com/companies/dripos,Fintech,Summer 2020,Fintech -> Payments,2019,35,Active
1532,"Zitara Technologies, Inc.","San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/zitara-technologies-inc,Industrials,Summer 2020,Industrials -> Energy,2019,33,Active
1533,Blue Onion,"New York, NY, USA",USA,https://www.ycombinator.com/companies/blue-onion,B2B,Summer 2020,B2B -> Finance and Accounting,2020,27,Active
1534,Lightdash,"London, England, United Kingdom; Remote",United Kingdom,https://www.ycombinator.com/companies/hubble,B2B,Summer 2020,B2B -> Analytics,2020,23,Active
1535,Datafold,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/datafold,B2B,Summer 2020,B2B -> Analytics,2020,30,Active
1536,Depict,"Stockholm, Stockholm County, Sweden",Sweden,https://www.ycombinator.com/companies/depict,B2B,Summer 2020,B2B -> Marketing,2019,32,Active
1537,inFeedo AI,"New York, NY, USA",USA,https://www.ycombinator.com/companies/infeedo-ai,B2B,Summer 2020,B2B -> Human Resources,2016,150,Active
1538,SuperTokens,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/supertokens,B2B,Summer 2020,B2B -> Security,2019,10,Active
1539,Roboflow,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/roboflow,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2019,100,Active
1540,Jeeves,"Miami, FL, USA; New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/jeeves,Fintech,Summer 2020,Fintech,2019,,Active
1541,Luminai,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/luminai,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2019,31,Active
1542,Increase,,,https://www.ycombinator.com/companies/increase,Fintech,Summer 2020,Fintech -> Banking and Exchange,2020,15,Active
1543,Zip,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/zip,B2B,Summer 2020,B2B -> Operations,2020,500,Active
1544,Jitsu,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/jitsu,B2B,Summer 2020,B2B -> Analytics,2020,4,Active
1545,Ukama,"Pleasanton, CA, USA; Remote",USA,https://www.ycombinator.com/companies/ukama,B2B,Summer 2020,B2B,2020,7,Active
1546,Thndr,"Cairo, Cairo Governorate, Egypt",Egypt,https://www.ycombinator.com/companies/thndr,Fintech,Summer 2020,Fintech,2019,235,Active
1547,adyn,"Seattle, WA, USA; Remote",USA,https://www.ycombinator.com/companies/adyn,Healthcare,Summer 2020,Healthcare -> Consumer Health and Wellness,2019,7,Active
1548,twoplus fertility,"Singapore, Singapore",Singapore,https://www.ycombinator.com/companies/hannah-life-technologies,Healthcare,Summer 2020,Healthcare -> Consumer Health and Wellness,2019,18,Active
1549,Recurrency,"San Francisco, CA, USA; Los Angeles, CA, USA",USA,https://www.ycombinator.com/companies/recurrency,B2B,Summer 2020,B2B -> Sales,2020,50,Active
1550,Photoroom,"Paris, Île-de-France, France",France,https://www.ycombinator.com/companies/photoroom,Consumer,Summer 2020,Consumer -> Content,2019,100,Active
1551,Response,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/response,B2B,Summer 2020,B2B -> Supply Chain and Logistics,2019,8,Active
1552,Salesform,"New York, NY, USA",USA,https://www.ycombinator.com/companies/salesform,B2B,Summer 2020,B2B -> Sales,2020,6,Active
1553,Basedash,"Montreal, QC, Canada; Remote",Canada,https://www.ycombinator.com/companies/basedash,B2B,Summer 2020,B2B -> Analytics,2020,6,Active
1554,Porter,"New York, NY, USA",USA,https://www.ycombinator.com/companies/porter,B2B,Summer 2020,B2B -> Infrastructure,2020,18,Active
1555,Brevy,Remote,Remote,https://www.ycombinator.com/companies/brevy,B2B,Summer 2020,B2B -> Marketing,2020,8,Acquired
1556,Hellosaurus,"New York, NY, USA",USA,https://www.ycombinator.com/companies/hellosaurus,Consumer,Summer 2020,Consumer -> Content,2020,25,Acquired
1557,Clover,"NY, USA; Remote",USA,https://www.ycombinator.com/companies/clover,B2B,Summer 2020,B2B -> Productivity,2020,2,Acquired
1558,Reflect,"Villanova, PA, USA",USA,https://www.ycombinator.com/companies/reflect,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2019,6,Acquired
1559,Riogrande,"Mexico City, CDMX, Mexico",Mexico,https://www.ycombinator.com/companies/riogrande,Consumer,Summer 2020,Consumer -> Food and Beverage,2020,,Acquired
1560,Nestybox,"San Jose, CA, USA",USA,https://www.ycombinator.com/companies/nestybox,B2B,Summer 2020,B2B -> Infrastructure,2019,2,Acquired
1561,Fancy,United Kingdom,United Kingdom,https://www.ycombinator.com/companies/fancy,Consumer,Summer 2020,Consumer -> Food and Beverage,2020,50,Acquired
1562,SafeBase,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/safebase,B2B,Summer 2020,B2B -> Security,2020,60,Acquired
1563,Together Video Chat,"Barcelona, CT, Spain; CT, Spain; Remote",Spain,https://www.ycombinator.com/companies/together-video-chat,Consumer,Summer 2020,Consumer -> Home and Personal,2020,1,Acquired
1564,Cohere,"New York, NY, USA",USA,https://www.ycombinator.com/companies/cohere,B2B,Summer 2020,B2B -> Operations,2020,7,Acquired
1565,Drapr,"Berkeley, CA, USA",USA,https://www.ycombinator.com/companies/drapr,Consumer,Summer 2020,Consumer -> Home and Personal,2019,7,Acquired
1566,Sameplan,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/sameplan,B2B,Summer 2020,B2B -> Sales,2019,3,Acquired
1567,Aquarium Learning,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/aquarium-learning,B2B,Summer 2020,B2B -> Infrastructure,2020,12,Acquired
1568,Clew,"Toronto, ON, Canada",Canada,https://www.ycombinator.com/companies/clew,B2B,Summer 2020,B2B -> Infrastructure,2019,2,Acquired
1569,Plerk,"Guadalajara, Jal., Mexico; Remote",Mexico,https://www.ycombinator.com/companies/plerk,B2B,Summer 2020,B2B -> Operations,2019,28,Acquired
1570,KeyDB,"Toronto, ON, Canada",Canada,https://www.ycombinator.com/companies/keydb,B2B,Summer 2020,B2B -> Infrastructure,2019,2,Acquired
1571,Vectrix,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/vectrix,B2B,Summer 2020,B2B -> Security,2020,7,Acquired
1572,webapp.io,"Toronto, ON, Canada; Remote",Canada,https://www.ycombinator.com/companies/webapp-io,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2020,4,Acquired
1573,Workbase,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/workbase,B2B,Summer 2020,B2B -> Productivity,2020,,Acquired
1574,Omni,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/omni,B2B,Summer 2020,B2B -> Productivity,2019,5,Acquired
1575,Humanloop,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/humanloop,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2020,14,Acquired
1576,Charityvest,"Atlanta, GA, USA",USA,https://www.ycombinator.com/companies/charityvest,Fintech,Summer 2020,Fintech -> Payments,2019,9,Acquired
1577,Known Medicine,"Salt Lake City, UT, USA",USA,https://www.ycombinator.com/companies/known-medicine,Healthcare,Summer 2020,Healthcare,2020,17,Acquired
1578,Current Foods,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/current-foods,Healthcare,Summer 2020,Healthcare -> Industrial Bio,2019,18,Acquired
1579,Strive School,"Berlin, Berlin, Germany; Remote",Germany,https://www.ycombinator.com/companies/strive-school,Education,Summer 2020,Education,2019,5,Acquired
1580,Hypermile,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/hypermile,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2020,11,Acquired
1581,Finmark,"Raleigh, NC, USA; Remote",USA,https://www.ycombinator.com/companies/finmark,B2B,Summer 2020,B2B -> Finance and Accounting,2020,14,Acquired
1582,Gather,"Cleveland, OH, USA; New York, NY, USA",USA,https://www.ycombinator.com/companies/gather,B2B,Summer 2020,B2B -> Human Resources,2019,6,Acquired
1583,Momence,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/momence,Consumer,Summer 2020,"Consumer -> Travel, Leisure and Tourism",2020,75,Acquired
1584,Bandit ML,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/bandit-ml,B2B,Summer 2020,B2B,2019,4,Acquired
1585,Command AI,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/command-ai,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2020,35,Acquired
1586,LSK Technologies,"Toronto, ON, Canada",Canada,https://www.ycombinator.com/companies/lsk-technologies,Healthcare,Summer 2020,Healthcare -> Diagnostics,2020,2,Acquired
1587,Jemi,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/jemi,Consumer,Summer 2020,Consumer -> Social,2020,3,Acquired
1588,Altro,"Los Angeles, CA, USA; Remote",USA,https://www.ycombinator.com/companies/altro,Fintech,Summer 2020,Fintech -> Consumer Finance,2019,29,Acquired
1589,Fig,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/fig,B2B,Summer 2020,"B2B -> Engineering, Product and Design",2020,5,Acquired
1590,Ladder,"Atlanta, GA, USA; Remote",USA,https://www.ycombinator.com/companies/ladder,Real Estate and Construction,Summer 2020,Real Estate and Construction -> Construction,2019,1,Acquired
1591,CapWay,"Atlanta, GA, USA",USA,https://www.ycombinator.com/companies/capway,Fintech,Summer 2020,Fintech -> Consumer Finance,2018,9,Inactive
1592,Atmos,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/atmos,Real Estate and Construction,Summer 2020,Real Estate and Construction -> Housing and Real Estate,2019,30,Inactive
1593,Quell,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/quell,Consumer,Summer 2020,Consumer -> Consumer Electronics,2020,40,Inactive
1594,Parade,"Seattle, WA, USA; Remote",USA,https://www.ycombinator.com/companies/parade,B2B,Summer 2020,B2B -> Productivity,2020,5,Inactive
1595,Sonar,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/sonar,Consumer,Summer 2020,Consumer -> Social,2020,4,Inactive
1596,Nextstore,"Paris, Île-de-France, France",France,https://www.ycombinator.com/companies/nextstore,B2B,Summer 2020,B2B -> Marketing,2020,6,Inactive
1597,Artifact,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/artifact,Consumer,Summer 2020,Consumer -> Content,2020,3,Inactive
1598,Byte,"Lahore, Punjab, Pakistan",Pakistan,https://www.ycombinator.com/companies/byte,Consumer,Summer 2020,Consumer -> Food and Beverage,2021,30,Inactive
1599,MilkRun,"Portland, OR, USA; Remote",USA,https://www.ycombinator.com/companies/milkrun,Consumer,Summer 2020,Consumer -> Food and Beverage,2018,38,Inactive
1600,Lume,"New York, NY, USA",USA,https://www.ycombinator.com/companies/lume,Healthcare,Summer 2020,Healthcare,2019,5,Inactive
